title,label,Price,officialDate,url,BetTimeStamp,week
Total – Game,Under 41.5,1.763,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
Total – Game,Over 42,2.180,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
Total – Game,Under 42,1.709,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
Total – Game,Over 42.5,2.260,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
Total – Game,Under 42.5,1.662,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
Total – Game,Over 46.5,2.930,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
Total – Game,Under 46.5,1.414,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.419980,
Team Total – Game,Over 14.5,2.120,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.420351,
Team Total – Game,Under 14.5,1.757,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.420351,
Team Total – Game,Over 24.5,1.900,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.420351,
Team Total – Game,Under 24.5,1.952,2026-01-04,https://www.pinnacle.com/en/football/nfl/indianapolis-colts-vs-houston-texans/1621503972/#all,2025-12-29T09:30:55.420351,
Money Line – Game,Dallas Cowboys,1.420,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.116109,
Money Line – Game,New York Giants,3.040,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.116109,
Handicap – Game,-10.5,2.970,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Handicap – Game,+10.5,1.418,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Handicap – Game,-8.0,2.510,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Handicap – Game,+8.0,1.561,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Handicap – Game,-7.5,2.430,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Handicap – Game,+7.5,1.595,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Handicap – Game,-7.0,2.290,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Handicap – Game,+7.0,1.666,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Handicap – Game,-6.5,2.130,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Handicap – Game,+6.5,1.775,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Handicap – Game,-6.0,2.060,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Handicap – Game,+6.0,1.826,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Handicap – Game,-5.5,2.000,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Handicap – Game,+5.5,1.892,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Handicap – Game,-5.0,1.943,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Handicap – Game,+5.0,1.934,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Handicap – Game,-4.5,1.892,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Handicap – Game,+4.5,1.970,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Handicap – Game,-4.0,1.826,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Handicap – Game,+4.0,2.050,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Handicap – Game,-3.5,1.775,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Handicap – Game,+3.5,2.120,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Handicap – Game,-3.0,1.632,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Handicap – Game,+3.0,2.350,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Handicap – Game,+3.5,1.251,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Handicap – Game,-3.5,4.060,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.117182,
Total – Game,Over 45.5,1.416,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Total – Game,Under 45.5,2.960,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Total – Game,Over 50,1.649,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Total – Game,Under 50,2.310,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Total – Game,Over 50.5,1.694,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Total – Game,Under 50.5,2.230,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Total – Game,Over 51,1.746,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Total – Game,Under 51,2.150,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Total – Game,Over 51.5,1.793,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Total – Game,Under 51.5,2.080,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Total – Game,Over 52,1.854,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Total – Game,Under 52,2.000,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Total – Game,Over 52.5,1.934,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Total – Game,Under 52.5,1.934,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Total – Game,Over 53,2.000,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Total – Game,Under 53,1.862,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Total – Game,Over 53.5,2.070,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Total – Game,Under 53.5,1.800,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Total – Game,Over 54,2.140,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Total – Game,Under 54,1.746,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Total – Game,Over 54.5,2.220,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Total – Game,Under 54.5,1.694,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Total – Game,Over 55,2.300,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Total – Game,Under 55,1.649,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Total – Game,Over 59.5,3.090,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Total – Game,Under 59.5,1.386,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118155,
Team Total – Game,Over 28.5,1.934,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118554,
Team Total – Game,Under 28.5,1.917,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118554,
Team Total – Game,Over 23.5,1.877,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118554,
Team Total – Game,Under 23.5,1.970,2026-01-04,https://www.pinnacle.com/en/football/nfl/dallas-cowboys-vs-new-york-giants/1621502558/#all,2025-12-29T09:30:57.118554,
Money Line – Game,Tennessee Titans,4.890,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.922099,
Money Line – Game,Jacksonville Jaguars,1.181,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.922099,
Handicap – Game,+3.5,3.130,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Handicap – Game,-3.5,1.363,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Handicap – Game,+8.0,2.180,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Handicap – Game,-8.0,1.704,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Handicap – Game,+8.5,2.120,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Handicap – Game,-8.5,1.740,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Handicap – Game,+9.0,2.090,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Handicap – Game,-9.0,1.757,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Handicap – Game,+9.5,2.060,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Handicap – Game,-9.5,1.787,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Handicap – Game,+10.0,2.000,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Handicap – Game,-10.0,1.847,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Handicap – Game,+10.5,1.934,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Handicap – Game,-10.5,1.917,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Handicap – Game,+11.0,1.877,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Handicap – Game,-11.0,1.961,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Handicap – Game,+11.5,1.826,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Handicap – Game,-11.5,2.020,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Handicap – Game,+12.0,1.787,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Handicap – Game,-12.0,2.060,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Handicap – Game,+12.5,1.757,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Handicap – Game,-12.5,2.100,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Handicap – Game,+13.0,1.704,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Handicap – Game,-13.0,2.180,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Handicap – Game,+17.5,1.398,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Handicap – Game,-17.5,2.970,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.923140,
Total – Game,Over 40.5,1.393,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Total – Game,Under 40.5,3.010,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Total – Game,Over 44.5,1.653,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Total – Game,Under 44.5,2.270,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Total – Game,Over 45,1.699,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Total – Game,Under 45,2.190,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Total – Game,Over 45.5,1.751,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Total – Game,Under 45.5,2.120,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Total – Game,Over 46,1.806,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Total – Game,Under 46,2.050,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Total – Game,Over 46.5,1.862,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Total – Game,Under 46.5,1.970,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Total – Game,Over 47,1.943,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Total – Game,Under 47,1.909,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Total – Game,Over 47.5,2.010,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Total – Game,Under 47.5,1.833,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Total – Game,Over 48,2.080,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Total – Game,Under 48,1.775,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Total – Game,Over 48.5,2.150,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Total – Game,Under 48.5,1.724,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Total – Game,Over 49,2.240,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Total – Game,Under 49,1.675,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Total – Game,Over 49.5,2.320,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Total – Game,Under 49.5,1.632,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Total – Game,Over 53.5,3.140,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Total – Game,Under 53.5,1.367,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924108,
Team Total – Game,Over 16.5,1.735,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924529,
Team Total – Game,Under 16.5,2.160,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924529,
Team Total – Game,Over 27.5,1.689,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924529,
Team Total – Game,Under 27.5,2.230,2026-01-04,https://www.pinnacle.com/en/football/nfl/tennessee-titans-vs-jacksonville-jaguars/1621493631/#all,2025-12-29T09:30:58.924529,
Money Line – Game,Green Bay Packers,3.360,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.636716,
Money Line – Game,Minnesota Vikings,1.336,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.636716,
Handicap – Game,+3.5,2.360,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Handicap – Game,-3.5,1.602,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Handicap – Game,+4.5,2.200,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Handicap – Game,-4.5,1.689,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Handicap – Game,+5.0,2.170,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Handicap – Game,-5.0,1.709,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Handicap – Game,+5.5,2.120,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Handicap – Game,-5.5,1.740,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Handicap – Game,+6.0,2.050,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Handicap – Game,-6.0,1.800,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Handicap – Game,+6.5,1.980,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Handicap – Game,-6.5,1.869,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Handicap – Game,+7.0,1.847,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Handicap – Game,-7.0,2.010,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Handicap – Game,+7.5,1.735,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Handicap – Game,-7.5,2.150,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Handicap – Game,+8.0,1.694,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Handicap – Game,-8.0,2.210,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Handicap – Game,+8.5,1.662,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Handicap – Game,-8.5,2.250,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Handicap – Game,+9.0,1.628,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Handicap – Game,-9.0,2.310,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Handicap – Game,+9.5,1.609,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Handicap – Game,-9.5,2.350,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Handicap – Game,+14.5,1.296,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Handicap – Game,-14.5,3.520,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.637662,
Total – Game,Over 29.5,1.350,2026-01-04,https://www.pinnacle.com/en/football/nfl/green-bay-packers-vs-minnesota-vikings/1621493634/#all,2025-12-29T09:31:00.638579,
